Subject,Condition,TweetID,TweetAccuracy,TweetEngage,TEndTime,TPageTime,TPAccuracy,TPEngage,TPEndTime,TPPageTime,FakeRate,FEndTime,FPageTime,Covid_Freq,Political_View,Twitter_Exp,Tweet_Freq,Trust_Tweet,Covid_Vacc,Photoshop,Age,Gender,Education
345,3,1,Somewhat Accurate (4),No Engagement,1.765,2.704,Somewhat Inaccurate (2),No Engagement,4.938,6.277,More real than fake (4),0,1.437,Once a week,Slightly Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,4,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Some college but no degree
346,1,2,Neither Accurate nor Inaccurate (3),No Engagement,3.34,3.895,Neither Accurate nor Inaccurate (3),No Engagement,1.79,3.209,I'm not sure (3),0,0.994,Once or twice a week,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,2,"Yes, fully vaccinated","No, I've never used it",18-29,Male,Some college but no degree
346,2,3,Neither Accurate nor Inaccurate (3),No Engagement,2.156,3.386,Somewhat Accurate (4),No Engagement,3.826,5.047,More real than fake (4),7.299,7.749,Once or twice a week,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,2,"Yes, fully vaccinated","No, I've never used it",18-29,Male,Some college but no degree
346,3,1,Somewhat Inaccurate (2),No Engagement,6.232,7.589,Very Inaccurate (1),No Engagement,2.896,4.584,More fake than real (2),0,0.836,Once or twice a week,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,2,"Yes, fully vaccinated","No, I've never used it",18-29,Male,Some college but no degree
347,1,3,Neither Accurate nor Inaccurate (3),No Engagement,15.144,18.118,Neither Accurate nor Inaccurate (3),No Engagement,2.323,3.009,I'm not sure (3),0,0.722,Once or twice a week,Very Liberal,"Yes, very experienced",Once or twice a week,6,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Graduate degree
347,2,1,Very Inaccurate (1),No Engagement,2.163,3.005,Somewhat Accurate (4),No Engagement,15.144,17.152,More fake than real (2),0,1.915,Once or twice a week,Very Liberal,"Yes, very experienced",Once or twice a week,6,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Graduate degree
347,3,2,Somewhat Inaccurate (2),No Engagement,1.93,3.126,Very Inaccurate (1),No Engagement,8.061,8.813,More fake than real (2),0.706,1.381,Once or twice a week,Very Liberal,"Yes, very experienced",Once or twice a week,6,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Graduate degree
348,1,1,Somewhat Inaccurate (2),No Engagement,23.354,24.236,Somewhat Inaccurate (2),No Engagement,12.585,13.394,I'm not sure (3),8.101,8.941,More than once a week,Slightly Conservative,"Yes, somewhat experienced",Once or twice a week,6,"Yes, fully vaccinated","No, I've never used it",40-49,Female,Bachelor degree
348,2,2,Very Accurate (5),Retweet,5.55,6.636,Somewhat Accurate (4),Like,9.468,10.199,More real than fake (4),7.085,7.948,More than once a week,Slightly Conservative,"Yes, somewhat experienced",Once or twice a week,6,"Yes, fully vaccinated","No, I've never used it",40-49,Female,Bachelor degree
348,3,3,Somewhat Inaccurate (2),No Engagement,25.99,29.249,Somewhat Inaccurate (2),No Engagement,28.035,28.995,I'm not sure (3),6.935,7.819,More than once a week,Slightly Conservative,"Yes, somewhat experienced",Once or twice a week,6,"Yes, fully vaccinated","No, I've never used it",40-49,Female,Bachelor degree
349,1,3,Very Inaccurate (1),No Engagement,6.922,8.137,Very Inaccurate (1),No Engagement,6.78,8.05,Definitely fake (1),5.711,6.762,Once a week,Slightly Liberal,"Yes, very experienced",A few times,6,"Yes, fully vaccinated","Yes, very experienced",40-49,Female,Bachelor degree
349,2,2,Very Inaccurate (1),No Engagement,16.99,18.233,Very Inaccurate (1),No Engagement,18.364,22.653,I'm not sure (3),2.895,3.664,Once a week,Slightly Liberal,"Yes, very experienced",A few times,6,"Yes, fully vaccinated","Yes, very experienced",40-49,Female,Bachelor degree
349,3,1,Very Inaccurate (1),No Engagement,25.099,26.396,Very Inaccurate (1),No Engagement,8.15,9.387,More fake than real (2),3.491,4.479,Once a week,Slightly Liberal,"Yes, very experienced",A few times,6,"Yes, fully vaccinated","Yes, very experienced",40-49,Female,Bachelor degree
350,1,1,Very Accurate (5),Retweet,10.452,12.243,Very Accurate (5),Like,4.35,6.432,Definitely real (5),0,0.889,More than once a week,Very Conservative,"Yes, very experienced",More than once a week,8,"No, I am not vaccinated","Yes, very experienced",50 or above,Male,Some college but no degree
350,2,3,Very Accurate (5),External Share,2.834,4.659,Somewhat Accurate (4),External Share,5.588,6.837,More real than fake (4),0,1.488,More than once a week,Very Conservative,"Yes, very experienced",More than once a week,8,"No, I am not vaccinated","Yes, very experienced",50 or above,Male,Some college but no degree
350,3,2,Very Accurate (5),External Share,9.145,10.836,Somewhat Accurate (4),No Engagement,8.301,10.192,More fake than real (2),0,1.356,More than once a week,Very Conservative,"Yes, very experienced",More than once a week,8,"No, I am not vaccinated","Yes, very experienced",50 or above,Male,Some college but no degree
351,1,2,Neither Accurate nor Inaccurate (3),External Share,9.624,10.867,Somewhat Inaccurate (2),Reply,4.187,5.224,More fake than real (2),1.07,2.318,Once a month,Prefer not to say,"Yes, very experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"No, I am not vaccinated","No, I've never used it",18-29,Female,Associate degree
351,2,1,Very Accurate (5),Prefer not to say,4.604,5.487,Somewhat Accurate (4),Reply,3.863,4.925,I'm not sure (3),0,0.976,Once a month,Prefer not to say,"Yes, very experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"No, I am not vaccinated","No, I've never used it",18-29,Female,Associate degree
351,3,3,Neither Accurate nor Inaccurate (3),No Engagement,2.922,4.525,Neither Accurate nor Inaccurate (3),Reply,2.209,3.299,Definitely fake (1),0,1.131,Once a month,Prefer not to say,"Yes, very experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"No, I am not vaccinated","No, I've never used it",18-29,Female,Associate degree
352,1,2,Neither Accurate nor Inaccurate (3),No Engagement,5.48,5.98,Neither Accurate nor Inaccurate (3),No Engagement,5.539,5.99,More fake than real (2),2.093,2.69,Once a week,Slightly Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Bachelor degree
352,2,1,Neither Accurate nor Inaccurate (3),Prefer not to say,6.401,7.049,Somewhat Accurate (4),Like,3.854,4.711,I'm not sure (3),4.441,5.023,Once a week,Slightly Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Bachelor degree
352,3,3,Very Inaccurate (1),No Engagement,3.26,3.78,Very Inaccurate (1),No Engagement,4.478,4.902,I'm not sure (3),2.72,3.212,Once a week,Slightly Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Bachelor degree
353,1,2,Somewhat Inaccurate (2),No Engagement,4.75,5.084,Somewhat Inaccurate (2),No Engagement,3.622,4.368,More fake than real (2),1.52,2.398,A few times,Very Liberal,"Yes, very experienced",A few times,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Male,Graduate degree
353,2,3,Somewhat Inaccurate (2),No Engagement,17.649,18.516,Somewhat Inaccurate (2),No Engagement,9.136,9.806,Definitely fake (1),2.059,2.701,A few times,Very Liberal,"Yes, very experienced",A few times,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Male,Graduate degree
353,3,1,Very Inaccurate (1),No Engagement,2.368,3.107,Very Inaccurate (1),No Engagement,4.993,5.556,More fake than real (2),2.633,3.429,A few times,Very Liberal,"Yes, very experienced",A few times,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Male,Graduate degree
354,1,2,Somewhat Inaccurate (2),No Engagement,21.897,26.123,Neither Accurate nor Inaccurate (3),No Engagement,2.054,3.648,I'm not sure (3),0,1.331,Once a month,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"No, I am not vaccinated","Yes, very experienced",30-39,Female,"High school degree or equivalent (e.g., GED)"
354,2,3,Somewhat Inaccurate (2),No Engagement,2.281,7.247,Neither Accurate nor Inaccurate (3),No Engagement,2.737,4.135,More real than fake (4),0,4.303,Once a month,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"No, I am not vaccinated","Yes, very experienced",30-39,Female,"High school degree or equivalent (e.g., GED)"
354,3,1,Somewhat Accurate (4),No Engagement,4.632,6.951,Neither Accurate nor Inaccurate (3),No Engagement,1.81,3.139,More fake than real (2),1.041,4.538,Once a month,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"No, I am not vaccinated","Yes, very experienced",30-39,Female,"High school degree or equivalent (e.g., GED)"
355,1,1,Somewhat Inaccurate (2),No Engagement,3.698,5.477,Very Inaccurate (1),No Engagement,3.151,4.998,Definitely real (5),0,1.083,Once a week,Very Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Bachelor degree
355,2,3,Somewhat Accurate (4),No Engagement,3.695,5.105,Somewhat Accurate (4),No Engagement,3.093,4.088,I'm not sure (3),0,0.829,Once a week,Very Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Bachelor degree
355,3,2,Neither Accurate nor Inaccurate (3),Like,2.411,4.492,Neither Accurate nor Inaccurate (3),Like,6.113,7.361,More fake than real (2),0,0.866,Once a week,Very Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Bachelor degree
356,1,2,Very Inaccurate (1),No Engagement,12.536,14.776,Somewhat Inaccurate (2),No Engagement,2.967,6.646,More real than fake (4),2.305,3.347,A few times,Prefer not to say,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Untrustworthy 1,"Yes, fully vaccinated","No, I've never used it",40-49,Male,Bachelor degree
356,2,1,Very Inaccurate (1),No Engagement,2.16,3.47,Very Inaccurate (1),No Engagement,1.711,8.19,I'm not sure (3),0,0.79,A few times,Prefer not to say,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Untrustworthy 1,"Yes, fully vaccinated","No, I've never used it",40-49,Male,Bachelor degree
356,3,3,Very Inaccurate (1),No Engagement,3.048,4.557,Very Inaccurate (1),No Engagement,3.513,6.685,More fake than real (2),2.864,3.709,A few times,Prefer not to say,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Untrustworthy 1,"Yes, fully vaccinated","No, I've never used it",40-49,Male,Bachelor degree
357,1,3,Very Inaccurate (1),No Engagement,7.793,9.611,Very Inaccurate (1),No Engagement,1.112,1.931,More fake than real (2),0,1.297,More than once a week,Very Liberal,"Yes, very experienced",Once or twice a week,7,"Yes, fully vaccinated","Yes, but I just started using it",30-39,Male,Graduate degree
357,2,1,Somewhat Inaccurate (2),No Engagement,1.791,2.559,Somewhat Inaccurate (2),No Engagement,3.288,3.95,I'm not sure (3),0,1.144,More than once a week,Very Liberal,"Yes, very experienced",Once or twice a week,7,"Yes, fully vaccinated","Yes, but I just started using it",30-39,Male,Graduate degree
357,3,2,Very Inaccurate (1),No Engagement,5.185,6.561,Very Inaccurate (1),No Engagement,1.789,2.58,Definitely fake (1),1.114,2.907,More than once a week,Very Liberal,"Yes, very experienced",Once or twice a week,7,"Yes, fully vaccinated","Yes, but I just started using it",30-39,Male,Graduate degree
358,1,3,Very Inaccurate (1),No Engagement,9.684,10.825,Very Inaccurate (1),No Engagement,9.649,10.621,More real than fake (4),5.81,6.783,Once a week,Slightly Liberal,"Yes, very experienced",More than once a week,8,"Yes, fully vaccinated","No, I've never used it",30-39,Female,Graduate degree
358,2,1,Somewhat Accurate (4),No Engagement,9.499,10.596,Somewhat Accurate (4),No Engagement,10.104,11.109,More real than fake (4),5.237,6.242,Once a week,Slightly Liberal,"Yes, very experienced",More than once a week,8,"Yes, fully vaccinated","No, I've never used it",30-39,Female,Graduate degree
358,3,2,Somewhat Accurate (4),No Engagement,7.545,8.99,Somewhat Accurate (4),No Engagement,3.063,4.318,More fake than real (2),4.815,5.793,Once a week,Slightly Liberal,"Yes, very experienced",More than once a week,8,"Yes, fully vaccinated","No, I've never used it",30-39,Female,Graduate degree
359,1,3,Very Inaccurate (1),No Engagement,14.619,15.41,Very Inaccurate (1),No Engagement,16.593,17.496,Definitely real (5),4.013,4.745,Once or twice a week,Very Liberal,"Yes, very experienced",A few times,4,"Yes, fully vaccinated","Yes, very experienced",18-29,Male,Bachelor degree
359,2,2,Very Accurate (5),No Engagement,33.272,34.005,Very Accurate (5),No Engagement,20.084,21.412,I'm not sure (3),9.119,9.927,Once or twice a week,Very Liberal,"Yes, very experienced",A few times,4,"Yes, fully vaccinated","Yes, very experienced",18-29,Male,Bachelor degree
359,3,1,Somewhat Inaccurate (2),No Engagement,11.957,14.384,Very Inaccurate (1),No Engagement,8.117,8.903,More fake than real (2),5.898,7.439,Once or twice a week,Very Liberal,"Yes, very experienced",A few times,4,"Yes, fully vaccinated","Yes, very experienced",18-29,Male,Bachelor degree
360,1,1,Somewhat Inaccurate (2),No Engagement,4.58,5.47,Neither Accurate nor Inaccurate (3),No Engagement,12.324,13.615,More fake than real (2),1.775,2.698,Once a month,Slightly Conservative,"Yes, somewhat experienced",A few times,3,"Yes, I have at least one round of the series","No, I've never used it",40-49,Male,Associate degree
360,2,2,Somewhat Inaccurate (2),No Engagement,19.332,20.072,Somewhat Inaccurate (2),No Engagement,13.699,14.744,More real than fake (4),9.166,11.549,Once a month,Slightly Conservative,"Yes, somewhat experienced",A few times,3,"Yes, I have at least one round of the series","No, I've never used it",40-49,Male,Associate degree
360,3,3,Somewhat Inaccurate (2),No Engagement,14.849,17.122,Somewhat Inaccurate (2),No Engagement,20.636,20.677,More fake than real (2),12.841,15.479,Once a month,Slightly Conservative,"Yes, somewhat experienced",A few times,3,"Yes, I have at least one round of the series","No, I've never used it",40-49,Male,Associate degree
361,1,3,Somewhat Inaccurate (2),No Engagement,11.097,11.127,Somewhat Accurate (4),No Engagement,25.282,25.82,Definitely fake (1),2.552,3.52,Once or twice a week,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"No, I am not vaccinated","Yes, but I just started using it",18-29,Female,Some college but no degree
361,2,2,Neither Accurate nor Inaccurate (3),No Engagement,49.654,50.887,Very Accurate (5),Like,15.035,15.848,I'm not sure (3),16.769,17.383,Once or twice a week,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"No, I am not vaccinated","Yes, but I just started using it",18-29,Female,Some college but no degree
361,3,1,Very Accurate (5),External Share,78.262,78.891,Neither Accurate nor Inaccurate (3),Like,8.638,9.474,Definitely fake (1),1.385,2.183,Once or twice a week,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,Neutral 5,"No, I am not vaccinated","Yes, but I just started using it",18-29,Female,Some college but no degree
362,1,3,Neither Accurate nor Inaccurate (3),No Engagement,9.777,11.172,Somewhat Accurate (4),No Engagement,2.759,4.028,More fake than real (2),0,1.409,A few times,Slightly Liberal,"Yes, somewhat experienced",Once or twice a week,4,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Male,Some college but no degree
