Accuracy,Engagement,HasProfile,TweetID,Condition,SubjectID,Political View,Trust Tweet,Photoshop,Timing,FPTiming
Neither Accurate nor Inaccurate (3),No Engagement,Yes,3,1,405,Slightly Conservative,Neutral   5,"Yes, somewhat experienced",3.908,9.036
Somewhat Accurate (4),No Engagement,Yes,2,1,406,Very Liberal,Untrustworthy 1,"Yes,  but I just started using it",2.833,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,1,1,407,Very Conservative,2,"No, I've never used it",1.934,2.653
Neither Accurate nor Inaccurate (3),No Engagement,Yes,2,1,408,Very Liberal,4,"Yes, somewhat experienced",19.245,4.132
Neither Accurate nor Inaccurate (3),No Engagement,Yes,1,1,409,Slightly Liberal,3,"Yes, somewhat experienced",2.383,0
Very Accurate (5),No Engagement,Yes,1,1,410,Prefer not to say,Neutral   5,"No, I've never used it",2.609,0
Very Inaccurate (1),Reply,Yes,3,1,411,Slightly Conservative,7,"No, I've never used it",1.983,0
Somewhat Accurate (4),Retweet,Yes,3,1,412,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",8.516,7.721
Very Accurate (5),Retweet,Yes,2,1,413,Slightly Liberal,8,"Yes, very experienced",0,0
Very Inaccurate (1),No Engagement,Yes,3,1,414,Very Liberal,Neutral   5,"Yes, somewhat experienced",11.952,0
Somewhat Inaccurate (2),Like,Yes,1,1,415,Slightly Conservative,7,"Yes,  but I just started using it",12.025,12.192
Very Accurate (5),External Share,Yes,2,1,416,Very Conservative,Trustworthy 10,"Yes, somewhat experienced",2.84,18.383
Very Inaccurate (1),No Engagement,Yes,1,1,417,Very Liberal,6,"Yes,  but I just started using it",6.236,6.213
Very Inaccurate (1),No Engagement,No,2,2,345,Slightly Liberal,4,"Yes, somewhat experienced",2.31,2.43
Neither Accurate nor Inaccurate (3),No Engagement,No,3,2,346,Slightly Conservative,2,"No, I've never used it",2.156,7.299
Very Inaccurate (1),No Engagement,No,1,2,347,Very Liberal,6,"Yes, somewhat experienced",2.163,0
Very Accurate (5),Retweet,No,2,2,348,Slightly Conservative,6,"No, I've never used it",5.55,7.085
Very Inaccurate (1),No Engagement,No,2,2,349,Slightly Liberal,6,"Yes, very experienced",16.99,2.895
Very Accurate (5),External Share,No,3,2,350,Very Conservative,8,"Yes, very experienced",2.834,0
Very Accurate (5),Prefer not to say,No,1,2,351,Prefer not to say,Neutral   5,"No, I've never used it",4.604,0
Neither Accurate nor Inaccurate (3),Prefer not to say,No,1,2,352,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",6.401,4.441
Somewhat Inaccurate (2),No Engagement,No,3,2,353,Very Liberal,Neutral   5,"Yes, somewhat experienced",17.649,2.059
Somewhat Inaccurate (2),No Engagement,No,3,2,354,Slightly Conservative,Neutral   5,"Yes, very experienced",2.281,0
Somewhat Accurate (4),No Engagement,No,3,2,355,Very Liberal,Neutral   5,"Yes, somewhat experienced",3.695,0
Very Inaccurate (1),No Engagement,No,1,2,356,Prefer not to say,Untrustworthy 1,"No, I've never used it",2.16,0
Somewhat Inaccurate (2),No Engagement,No,1,2,357,Very Liberal,7,"Yes,  but I just started using it",1.791,0
Somewhat Accurate (4),No Engagement,No,1,2,358,Slightly Liberal,8,"No, I've never used it",9.499,5.237
Very Accurate (5),No Engagement,No,2,2,359,Very Liberal,4,"Yes, very experienced",33.272,9.119
Somewhat Inaccurate (2),No Engagement,No,2,2,360,Slightly Conservative,3,"No, I've never used it",19.332,9.166
Neither Accurate nor Inaccurate (3),No Engagement,No,2,2,361,Slightly Conservative,Neutral   5,"Yes,  but I just started using it",49.654,16.769
Somewhat Accurate (4),No Engagement,No,1,2,362,Slightly Liberal,4,"Yes, somewhat experienced",7.53,0
Very Inaccurate (1),Reply,No,3,2,363,Very Liberal,Neutral   5,"Yes, very experienced",3.841,0
Very Inaccurate (1),No Engagement,No,2,2,364,Slightly Conservative,Untrustworthy 1,"No, I've never used it",2.853,2.061
Somewhat Inaccurate (2),No Engagement,No,1,2,365,Very Liberal,Neutral   5,"No, I've never used it",1.607,0
Neither Accurate nor Inaccurate (3),No Engagement,No,1,2,366,Slightly Liberal,4,"No, I've never used it",6.097,2.373
Neither Accurate nor Inaccurate (3),No Engagement,No,3,2,367,Slightly Conservative,Neutral   5,"Yes, somewhat experienced",20.46,4.153
Somewhat Accurate (4),No Engagement,No,3,2,368,Very Liberal,4,"Yes, somewhat experienced",18.686,5.702
Somewhat Accurate (4),No Engagement,No,1,2,369,Very Liberal,4,"No, I've never used it",10.944,2.449
Very Accurate (5),Like,No,3,2,370,Slightly Liberal,4,"No, I've never used it",25.433,17.693
Neither Accurate nor Inaccurate (3),No Engagement,No,2,2,371,Slightly Liberal,7,"No, I've never used it",3.647,1.357
Very Inaccurate (1),No Engagement,No,2,2,372,Very Liberal,3,"No, I've never used it",4.827,0
Somewhat Inaccurate (2),No Engagement,No,1,2,373,Slightly Liberal,8,"Yes,  but I just started using it",8.332,0
Neither Accurate nor Inaccurate (3),No Engagement,No,1,2,374,Very Liberal,Neutral   5,"Yes,  but I just started using it",10.069,7.036
Very Inaccurate (1),No Engagement,No,3,2,375,Slightly Liberal,Untrustworthy 1,"No, I've never used it",5.437,0
Very Inaccurate (1),No Engagement,No,3,2,376,Very Liberal,3,"Yes, somewhat experienced",6.613,0
Somewhat Accurate (4),Like,No,2,2,377,Slightly Conservative,Neutral   5,"No, I've never used it",25.865,15.257
Somewhat Inaccurate (2),No Engagement,No,1,2,378,Very Liberal,3,"Yes, very experienced",3.154,0
Somewhat Accurate (4),No Engagement,No,3,2,379,Very Liberal,6,"No, I've never used it",6.247,2.505
Neither Accurate nor Inaccurate (3),No Engagement,No,2,2,380,Slightly Liberal,Neutral   5,"No, I've never used it",9.704,0
Somewhat Inaccurate (2),Reply,No,1,2,381,Slightly Liberal,3,"Yes,  but I just started using it",2.108,0.825
Neither Accurate nor Inaccurate (3),No Engagement,No,1,2,382,Slightly Conservative,Neutral   5,"No, I've never used it",8.57,0
Somewhat Accurate (4),No Engagement,No,1,2,383,Slightly Conservative,8,"No, I've never used it",12.292,2.377
Somewhat Accurate (4),Retweet,No,1,2,384,Slightly Conservative,6,"No, I've never used it",42.269,26.084
Somewhat Accurate (4),Like,No,2,2,385,Very Conservative,Neutral   5,"No, I've never used it",2.761,0
Somewhat Inaccurate (2),No Engagement,No,2,2,386,Slightly Liberal,Neutral   5,"Yes, very experienced",18.797,1.681
Very Inaccurate (1),No Engagement,No,2,2,387,Very Liberal,7,"Yes,  but I just started using it",8.206,2.177
Somewhat Accurate (4),No Engagement,No,3,2,388,Very Liberal,Neutral   5,"Yes, somewhat experienced",2.329,0
Neither Accurate nor Inaccurate (3),No Engagement,No,1,2,389,Slightly Liberal,Neutral   5,"No, I've never used it",3.541,0
Somewhat Inaccurate (2),No Engagement,No,3,2,390,Slightly Conservative,2,"No, I've never used it",6.948,10.135
Very Inaccurate (1),No Engagement,No,2,2,391,Prefer not to say,8,"No, I've never used it",24.259,21.026
Somewhat Inaccurate (2),Reply,No,3,2,392,Prefer not to say,Neutral   5,"Yes, somewhat experienced",18.087,4.502
Neither Accurate nor Inaccurate (3),No Engagement,No,2,2,393,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",2.853,0
Very Inaccurate (1),No Engagement,No,3,2,394,Very Liberal,Neutral   5,"Yes, somewhat experienced",15.081,4.629
Very Inaccurate (1),No Engagement,No,3,2,395,Slightly Liberal,2,"Yes, somewhat experienced",3.671,3.998
Somewhat Accurate (4),No Engagement,No,1,2,396,Very Liberal,Neutral   5,"No, I've never used it",91.994,0
Very Inaccurate (1),No Engagement,No,2,2,397,Very Liberal,3,"Yes, very experienced",1.824,6.48
Somewhat Accurate (4),No Engagement,No,1,2,398,Slightly Liberal,3,"No, I've never used it",3.902,0
Somewhat Inaccurate (2),No Engagement,No,1,2,399,Slightly Liberal,Neutral   5,"No, I've never used it",7.676,14.785
Very Inaccurate (1),No Engagement,No,1,2,400,Very Liberal,8,"No, I've never used it",1.915,0
Neither Accurate nor Inaccurate (3),No Engagement,No,1,2,401,Slightly Conservative,7,"Yes, somewhat experienced",1.625,0
Neither Accurate nor Inaccurate (3),No Engagement,No,2,2,402,Slightly Liberal,3,"No, I've never used it",3.64,0
Very Inaccurate (1),No Engagement,No,3,2,403,Very Liberal,3,"Yes,  but I just started using it",1.792,0
Somewhat Inaccurate (2),No Engagement,No,2,2,404,Slightly Liberal,Neutral   5,"Yes,  but I just started using it",5.18,0
Neither Accurate nor Inaccurate (3),No Engagement,No,2,2,405,Slightly Conservative,Neutral   5,"Yes, somewhat experienced",19.561,2.515
Very Inaccurate (1),No Engagement,No,3,2,406,Very Liberal,Untrustworthy 1,"Yes,  but I just started using it",7.55,0
Very Inaccurate (1),No Engagement,No,2,2,407,Very Conservative,2,"No, I've never used it",1.865,0
Very Inaccurate (1),No Engagement,No,3,2,408,Very Liberal,4,"Yes, somewhat experienced",6.48,3.932
Neither Accurate nor Inaccurate (3),No Engagement,No,2,2,409,Slightly Liberal,3,"Yes, somewhat experienced",5.52,0
Somewhat Accurate (4),No Engagement,No,2,2,410,Prefer not to say,Neutral   5,"No, I've never used it",11.878,0
Somewhat Accurate (4),No Engagement,No,1,2,411,Slightly Conservative,7,"No, I've never used it",6.436,0
Neither Accurate nor Inaccurate (3),Like,No,1,2,412,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",22.423,19.989
Somewhat Accurate (4),Like,No,3,2,413,Slightly Liberal,8,"Yes, very experienced",10.791,0.576
Somewhat Inaccurate (2),Prefer not to say,No,1,2,414,Very Liberal,Neutral   5,"Yes, somewhat experienced",28.536,0.064
Somewhat Inaccurate (2),No Engagement,No,3,2,415,Slightly Conservative,7,"Yes,  but I just started using it",7.226,9.395
Very Inaccurate (1),Reply,No,3,2,416,Very Conservative,Trustworthy 10,"Yes, somewhat experienced",7.76,0
Very Inaccurate (1),No Engagement,No,3,2,417,Very Liberal,6,"Yes,  but I just started using it",14.388,1.82
Neither Accurate nor Inaccurate (3),No Engagement,Yes,2,2,345,Slightly Liberal,4,"Yes, somewhat experienced",3.089,2.43
Somewhat Accurate (4),No Engagement,Yes,3,2,346,Slightly Conservative,2,"No, I've never used it",3.826,7.299
Somewhat Accurate (4),No Engagement,Yes,1,2,347,Very Liberal,6,"Yes, somewhat experienced",15.144,0
Somewhat Accurate (4),Like,Yes,2,2,348,Slightly Conservative,6,"No, I've never used it",9.468,7.085
Very Inaccurate (1),No Engagement,Yes,2,2,349,Slightly Liberal,6,"Yes, very experienced",18.364,2.895
Somewhat Accurate (4),External Share,Yes,3,2,350,Very Conservative,8,"Yes, very experienced",5.588,0
Somewhat Accurate (4),Reply,Yes,1,2,351,Prefer not to say,Neutral   5,"No, I've never used it",3.863,0
Somewhat Accurate (4),Like,Yes,1,2,352,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",3.854,4.441
Somewhat Inaccurate (2),No Engagement,Yes,3,2,353,Very Liberal,Neutral   5,"Yes, somewhat experienced",9.136,2.059
Neither Accurate nor Inaccurate (3),No Engagement,Yes,3,2,354,Slightly Conservative,Neutral   5,"Yes, very experienced",2.737,0
Somewhat Accurate (4),No Engagement,Yes,3,2,355,Very Liberal,Neutral   5,"Yes, somewhat experienced",3.093,0
Very Inaccurate (1),No Engagement,Yes,1,2,356,Prefer not to say,Untrustworthy 1,"No, I've never used it",1.711,0
Somewhat Inaccurate (2),No Engagement,Yes,1,2,357,Very Liberal,7,"Yes,  but I just started using it",3.288,0
Somewhat Accurate (4),No Engagement,Yes,1,2,358,Slightly Liberal,8,"No, I've never used it",10.104,5.237
Very Accurate (5),No Engagement,Yes,2,2,359,Very Liberal,4,"Yes, very experienced",20.084,9.119
Somewhat Inaccurate (2),No Engagement,Yes,2,2,360,Slightly Conservative,3,"No, I've never used it",13.699,9.166
Very Accurate (5),Like,Yes,2,2,361,Slightly Conservative,Neutral   5,"Yes,  but I just started using it",15.035,16.769
Somewhat Accurate (4),Like,Yes,1,2,362,Slightly Liberal,4,"Yes, somewhat experienced",3.816,0
Very Inaccurate (1),Reply,Yes,3,2,363,Very Liberal,Neutral   5,"Yes, very experienced",1.76,0
Very Inaccurate (1),No Engagement,Yes,2,2,364,Slightly Conservative,Untrustworthy 1,"No, I've never used it",2.412,2.061
Somewhat Inaccurate (2),No Engagement,Yes,1,2,365,Very Liberal,Neutral   5,"No, I've never used it",1.67,0
Somewhat Inaccurate (2),No Engagement,Yes,1,2,366,Slightly Liberal,4,"No, I've never used it",2.813,2.373
Very Inaccurate (1),No Engagement,Yes,3,2,367,Slightly Conservative,Neutral   5,"Yes, somewhat experienced",13.05,4.153
Neither Accurate nor Inaccurate (3),No Engagement,Yes,3,2,368,Very Liberal,4,"Yes, somewhat experienced",5.594,5.702
Somewhat Accurate (4),No Engagement,Yes,1,2,369,Very Liberal,4,"No, I've never used it",5.623,2.449
Very Accurate (5),Like,Yes,3,2,370,Slightly Liberal,4,"No, I've never used it",23.884,17.693
Very Accurate (5),Retweet,Yes,2,2,371,Slightly Liberal,7,"No, I've never used it",10.809,1.357
Very Inaccurate (1),No Engagement,Yes,2,2,372,Very Liberal,3,"No, I've never used it",5.088,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,1,2,373,Slightly Liberal,8,"Yes,  but I just started using it",7.383,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,1,2,374,Very Liberal,Neutral   5,"Yes,  but I just started using it",11.948,7.036
Very Inaccurate (1),No Engagement,Yes,3,2,375,Slightly Liberal,Untrustworthy 1,"No, I've never used it",3.52,0
Somewhat Inaccurate (2),No Engagement,Yes,3,2,376,Very Liberal,3,"Yes, somewhat experienced",2.018,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,2,2,377,Slightly Conservative,Neutral   5,"No, I've never used it",9.846,15.257
Very Inaccurate (1),No Engagement,Yes,1,2,378,Very Liberal,3,"Yes, very experienced",1.118,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,3,2,379,Very Liberal,6,"No, I've never used it",2.624,2.505
Somewhat Accurate (4),No Engagement,Yes,2,2,380,Slightly Liberal,Neutral   5,"No, I've never used it",4.152,0
Somewhat Inaccurate (2),No Engagement,Yes,1,2,381,Slightly Liberal,3,"Yes,  but I just started using it",2.56,0.825
Neither Accurate nor Inaccurate (3),No Engagement,Yes,1,2,382,Slightly Conservative,Neutral   5,"No, I've never used it",6.617,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,1,2,383,Slightly Conservative,8,"No, I've never used it",13.637,2.377
Neither Accurate nor Inaccurate (3),Reply,Yes,1,2,384,Slightly Conservative,6,"No, I've never used it",45.152,26.084
Neither Accurate nor Inaccurate (3),No Engagement,Yes,2,2,385,Very Conservative,Neutral   5,"No, I've never used it",4.013,0
Somewhat Inaccurate (2),No Engagement,Yes,2,2,386,Slightly Liberal,Neutral   5,"Yes, very experienced",7.554,1.681
Very Inaccurate (1),No Engagement,Yes,2,2,387,Very Liberal,7,"Yes,  but I just started using it",2.768,2.177
Somewhat Accurate (4),No Engagement,Yes,3,2,388,Very Liberal,Neutral   5,"Yes, somewhat experienced",3.189,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,1,2,389,Slightly Liberal,Neutral   5,"No, I've never used it",2.239,0
Somewhat Inaccurate (2),No Engagement,Yes,3,2,390,Slightly Conservative,2,"No, I've never used it",2.701,10.135
Very Inaccurate (1),No Engagement,Yes,2,2,391,Prefer not to say,8,"No, I've never used it",22.14,21.026
Somewhat Inaccurate (2),Reply,Yes,3,2,392,Prefer not to say,Neutral   5,"Yes, somewhat experienced",6.249,4.502
Neither Accurate nor Inaccurate (3),No Engagement,Yes,2,2,393,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",1.496,0
Very Inaccurate (1),No Engagement,Yes,3,2,394,Very Liberal,Neutral   5,"Yes, somewhat experienced",10.893,4.629
Very Inaccurate (1),No Engagement,Yes,3,2,395,Slightly Liberal,2,"Yes, somewhat experienced",4.337,3.998
Neither Accurate nor Inaccurate (3),No Engagement,Yes,1,2,396,Very Liberal,Neutral   5,"No, I've never used it",2.372,0
Very Inaccurate (1),No Engagement,Yes,2,2,397,Very Liberal,3,"Yes, very experienced",1.484,6.48
Somewhat Inaccurate (2),No Engagement,Yes,1,2,398,Slightly Liberal,3,"No, I've never used it",3.678,0
Somewhat Inaccurate (2),No Engagement,Yes,1,2,399,Slightly Liberal,Neutral   5,"No, I've never used it",10.173,14.785
Very Inaccurate (1),No Engagement,Yes,1,2,400,Very Liberal,8,"No, I've never used it",3.426,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,1,2,401,Slightly Conservative,7,"Yes, somewhat experienced",1.039,0
Somewhat Accurate (4),No Engagement,Yes,2,2,402,Slightly Liberal,3,"No, I've never used it",1.944,0
Very Inaccurate (1),No Engagement,Yes,3,2,403,Very Liberal,3,"Yes,  but I just started using it",2.712,0
Very Inaccurate (1),No Engagement,Yes,2,2,404,Slightly Liberal,Neutral   5,"Yes,  but I just started using it",1.815,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,2,2,405,Slightly Conservative,Neutral   5,"Yes, somewhat experienced",7.794,2.515
Very Inaccurate (1),No Engagement,Yes,3,2,406,Very Liberal,Untrustworthy 1,"Yes,  but I just started using it",1.522,0
Very Inaccurate (1),No Engagement,Yes,2,2,407,Very Conservative,2,"No, I've never used it",1.03,0
Very Inaccurate (1),No Engagement,Yes,3,2,408,Very Liberal,4,"Yes, somewhat experienced",5.641,3.932
Neither Accurate nor Inaccurate (3),No Engagement,Yes,2,2,409,Slightly Liberal,3,"Yes, somewhat experienced",1.864,0
Somewhat Accurate (4),No Engagement,Yes,2,2,410,Prefer not to say,Neutral   5,"No, I've never used it",9.401,0
Very Accurate (5),No Engagement,Yes,1,2,411,Slightly Conservative,7,"No, I've never used it",2.386,0
Neither Accurate nor Inaccurate (3),Reply,Yes,1,2,412,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",13.509,19.989
Very Accurate (5),Like,Yes,3,2,413,Slightly Liberal,8,"Yes, very experienced",9.17,0.576
Somewhat Accurate (4),No Engagement,Yes,1,2,414,Very Liberal,Neutral   5,"Yes, somewhat experienced",15.056,0.064
Somewhat Inaccurate (2),No Engagement,Yes,3,2,415,Slightly Conservative,7,"Yes,  but I just started using it",4.903,9.395
Somewhat Accurate (4),No Engagement,Yes,3,2,416,Very Conservative,Trustworthy 10,"Yes, somewhat experienced",14.696,0
Very Inaccurate (1),No Engagement,Yes,3,2,417,Very Liberal,6,"Yes,  but I just started using it",5.686,1.82
Somewhat Accurate (4),No Engagement,No,1,3,345,Slightly Liberal,4,"Yes, somewhat experienced",1.765,0
Somewhat Inaccurate (2),No Engagement,No,1,3,346,Slightly Conservative,2,"No, I've never used it",6.232,0
Somewhat Inaccurate (2),No Engagement,No,2,3,347,Very Liberal,6,"Yes, somewhat experienced",1.93,0.706
Somewhat Inaccurate (2),No Engagement,No,3,3,348,Slightly Conservative,6,"No, I've never used it",25.99,6.935
Very Inaccurate (1),No Engagement,No,1,3,349,Slightly Liberal,6,"Yes, very experienced",25.099,3.491
Very Accurate (5),External Share,No,2,3,350,Very Conservative,8,"Yes, very experienced",9.145,0
Neither Accurate nor Inaccurate (3),No Engagement,No,3,3,351,Prefer not to say,Neutral   5,"No, I've never used it",2.922,0
Very Inaccurate (1),No Engagement,No,3,3,352,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",3.26,2.72
Very Inaccurate (1),No Engagement,No,1,3,353,Very Liberal,Neutral   5,"Yes, somewhat experienced",2.368,2.633
